Reporting_Year / Année;NPRI_ID / No_INRP;Facility_Name / Installation;Company_Name / Dénomination_sociale_de_l'entreprise;NAICS / Code_SCIAN;Province / Province;CAS_Number / No_CAS;Substance Name (English) / Nom de substance (Anglais);Substance Name (French) / Nom de substance (Français);Group (English) / Groupe (Anglais);Group (French) / Groupe (Français);Category (English) / Catégorie (Anglais);Category (French) / Catégorie (Français);Quantity / Quantité;Units / Unités;Estimation_Method / Méthode_d’estimation 
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;86-73-7;Fluorene - PAH;Fluorène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.388;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;56-49-5;3-Methylcholanthrene - PAH;3-Méthylcholanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.22;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;56-55-3;Benzo(a)anthracene - PAH;Benzo(a)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.255;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;3697-24-3;5-Methylchrysene - PAH;5-Méthylchrysène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.205;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;50-32-8;Benzo(a)pyrene - PAH;Benzo(a)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.356;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;83-32-9;Acenaphthene - PAH;Acénaphtène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.724;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;191-24-2;Benzo(g,h,i)perylene - PAH;Benzo(g,h,i)pérylène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.416;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;120-12-7;Anthracene;Anthracène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.0001;tonnes;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;1985-01-08;Phenanthrene - PAH;Phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.664;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;129-00-0;Pyrene - PAH;Pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.865;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;189-64-0;Dibenzo(a,h)pyrene - PAH;Dibenzo(a,h)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.192;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;57-97-6;7,12-Dimethylbenz(a)anthracene - PAH;7,12-Diméthylbenz(a)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.26;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;192-97-2;Benzo(e)pyrene - PAH;Benzo(e)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.362;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;205-82-3;Benzo(j)fluoranthene - PAH;Benzo(j)fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.225;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;189-55-9;Dibenzo(a,i)pyrene - PAH;Dibenzo(a,i)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.192;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;192-65-4;Dibenzo(a,e)pyrene - PAH;Dibenzo(a,e)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.192;kg;M3
2013;3406;USINE ARVIDA;RIO TINTO ALCAN;331313;QC;53-70-3;Dibenzo(a,h)anthracene - PAH;Dibenz(a,h)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.166;kg;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;24.337;tonnes;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;156;kg;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 05;Cobalt (and its compounds);Cobalt (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;18.166;tonnes;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;118-74-1;Hexachlorobenzene;Hexachlorobenzène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;grams;O
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 04;Chromium (and its compounds);Chrome (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.924;tonnes;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;341.177;tonnes;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 06;Copper (and its compounds);Cuivre (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;20.003;tonnes;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;896;kg;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;66.384;tonnes;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;10;kg;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5505;tonnes;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 19;Hexavalent chromium (and its compounds);Chrome hexavalent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;kg;O
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;508;kg;M3
2013;3571;STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE;VILLE DE MONTRÉAL;221320;QC;NA - D/F;Dioxins and furans - total;Dioxines et furanes - totales;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.5518;g_teq_et;O
2013;3623;FONDERIE HORNE;GLENCORE CANADA CORPORATION;331529;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;175.19;kg;M3
2013;3623;FONDERIE HORNE;GLENCORE CANADA CORPORATION;331529;QC;NA - 12;Selenium (and its compounds);Sélénium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;175.6898;kg;M3
2013;3623;FONDERIE HORNE;GLENCORE CANADA CORPORATION;331529;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;194.6;kg;M3
2013;3623;FONDERIE HORNE;GLENCORE CANADA CORPORATION;331529;QC;NA - 04;Chromium (and its compounds);Chrome (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.106;tonnes;M3
2013;3623;FONDERIE HORNE;GLENCORE CANADA CORPORATION;331529;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.961;tonnes;M3
2013;3623;FONDERIE HORNE;GLENCORE CANADA CORPORATION;331529;QC;NA - 06;Copper (and its compounds);Cuivre (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.5891;tonnes;M3
2013;3623;FONDERIE HORNE;GLENCORE CANADA CORPORATION;331529;QC;NA - 11;Nickel (and its compounds);Nickel (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.3764;tonnes;M3
2013;3623;FONDERIE HORNE;GLENCORE CANADA CORPORATION;331529;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.522;kg;M3
2013;3623;FONDERIE HORNE;GLENCORE CANADA CORPORATION;331529;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;67.13;kg;M3
2013;3623;FONDERIE HORNE;GLENCORE CANADA CORPORATION;331529;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.5368;tonnes;M3
2013;3649;ACIÉRIE - ARCELORMITTAL CONTRECOEUR;ARCELORMITTAL MONTRÉAL INC.;331110;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.433;tonnes;M3
2013;3649;ACIÉRIE - ARCELORMITTAL CONTRECOEUR;ARCELORMITTAL MONTRÉAL INC.;331110;QC;NA - 06;Copper (and its compounds);Cuivre (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.103;tonnes;M3
2013;3812;SIVACO QUÉBEC;GROUPE DES TRÉFILERIES SIVACO 2004;331222;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.73;kg;M3
2013;3812;SIVACO QUÉBEC;GROUPE DES TRÉFILERIES SIVACO 2004;331222;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.0619;tonnes;M3
2013;3828;ABIBOW CANADA INC. DIVISION AMOS;RESOLUTE FP CANADA INC.;322122;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.0021;tonnes;E2
2013;3828;ABIBOW CANADA INC. DIVISION AMOS;RESOLUTE FP CANADA INC.;322122;QC;NA - 12;Selenium (and its compounds);Sélénium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.39;kg;E2
2013;3828;ABIBOW CANADA INC. DIVISION AMOS;RESOLUTE FP CANADA INC.;322122;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;11;tonnes;M3
2013;3828;ABIBOW CANADA INC. DIVISION AMOS;RESOLUTE FP CANADA INC.;322122;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;13.4727;tonnes;E2
2013;3828;ABIBOW CANADA INC. DIVISION AMOS;RESOLUTE FP CANADA INC.;322122;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;6.35;kg;E2
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;83-32-9;Acenaphthene - PAH;Acénaphtène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.3626;kg;O
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;1985-01-08;Phenanthrene - PAH;Phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;6.3149;kg;O
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;108-88-3;Toluene;Toluène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.0044;tonnes;O
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;86-73-7;Fluorene - PAH;Fluorène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;7.3471;kg;E2
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;56-55-3;Benzo(a)anthracene - PAH;Benzo(a)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.0856;kg;O
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;23.7377;kg;O
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;129-00-0;Pyrene - PAH;Pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.3909;kg;O
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;100-41-4;Ethylbenzene;Éthylbenzène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.0002;tonnes;O
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;71-43-2;Benzene;Benzène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.0028;tonnes;O
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;23.7377;kg;O
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;118.6884;kg;O
2013;3897;RAFFINERIE DE MONTREAL;SUNCOR ENERGY PRODUCTS PARTNERSHIP;324110;QC;1330-20-7;Xylene (mixed isomers);Xylène (mélange d'isomères);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.003;tonnes;E2
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;83-32-9;Acenaphthene - PAH;Acénaphtène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.037;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;111-42-2;Diethanolamine (and its salts);Diéthanolamine (et ses sels);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.324;tonnes;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;206-44-0;Fluoranthene - PAH;Fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.019;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;NA - P/H;PAHs, total unspeciated;HAP, non différenciés;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.665;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;50-32-8;Benzo(a)pyrene - PAH;Benzo(a)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.019;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;NA - M14;Total Reduced Sulphur (TRS);Soufre réduit total (SRT);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.092;tonnes;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;7783-06-04;Hydrogen sulphide;Sulfure d'hydrogène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.092;tonnes;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;18.527;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;218-01-9;Benzo(a)phenanthrene - PAH;Benzo(a)phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.124;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;108-95-2;Phenol (and its salts);Phénol (et ses sels);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.018;tonnes;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;1985-01-08;Phenanthrene - PAH;Phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.062;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;56-55-3;Benzo(a)anthracene - PAH;Benzo(a)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.037;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;129-00-0;Pyrene - PAH;Pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.222;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;10.498;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;86-73-7;Fluorene - PAH;Fluorène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.037;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;208-96-8;Acenaphthylene - PAH;Acénaphthylène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.019;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;18.527;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;27.666;tonnes;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;7.988;tonnes;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;NA - 12;Selenium (and its compounds);Sélénium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;29.643;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.371;kg;M3
2013;3928;RAFFINERIE JEAN-GAULIN;VALERO ENERGY INC;324110;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.455;tonnes;M3
2013;3946;REGENERATION PLANT QUEBEC;BIOLAB EQUIPMENT LTD.;339990;QC;7647-01-0;Hydrochloric acid;Acide chlorhydrique;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;61.9;tonnes;C
2013;4068;USINE DE QUÉBEC;STADACONA WB S.E.C.;322122;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.35;tonnes;M3
2013;4068;USINE DE QUÉBEC;STADACONA WB S.E.C.;322122;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;10;kg;M3
2013;4068;USINE DE QUÉBEC;STADACONA WB S.E.C.;322122;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;22.047;tonnes;O
2013;4068;USINE DE QUÉBEC;STADACONA WB S.E.C.;322122;QC;108-95-2;Phenol (and its salts);Phénol (et ses sels);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.065;tonnes;M3
2013;4068;USINE DE QUÉBEC;STADACONA WB S.E.C.;322122;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;20.385;tonnes;M3
2013;4402;LA CORPORATION NEWALTA VSC;LA CORPORATION NEWALTA;331529;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;8;kg;M3
2013;4402;LA CORPORATION NEWALTA VSC;LA CORPORATION NEWALTA;331529;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;20.3;kg;M3
2013;4406;GALVANO;IFASTGROUPE;332810;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;14.58;tonnes;O
2013;4406;GALVANO;IFASTGROUPE;332810;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.035;tonnes;M3
