Year of last filed report / L'année de la déclaration la plus récente;NPRI ID / ID INRP;Company Name / Raison Sociale;Facility Name / Nom de l'installation;Address line 1 / Première ligne d’adresse;Address line 2 / Deuxième ligne d’adresse;City / Ville;Province / Province;Postal Code / Code postal;Physical Land Survey Description / Description de l'arpentage;Physical National Topographical Description / Description topographique nationale;Latitude / Latitude;Longitude / Longitude;Datum / Datum;Key Industrial Sector Code / Code des Secteurs industriels clés;Key Industrial Sector (English) / Secteurs industriels clés (Anglais);Key Industrial Sector (French) / Secteurs industriels clés (Français);Census Sub Division Unique ID / No unique de la Subdivision de recensement (SDR);Census Sub Division / Nom de la Subdivision de recensement (SDR);Census Metropolitan Area Unique ID / No unique de la Région métropolitaine de recensement;Census Metropolitan Area / Nom de la Région métropolitaine de recensement;Economic Region Unique ID / No unique de la Région économique;Economic Region Name / Nom de la  Région économique;Unique Ecozone ID / No unique de l’Écozone;English Ecozone Name / Nom englais de l’Écozone;French Ecozone Name / Nom français de l’Écozone;Unique ID of the Major Drainage Area from the Water Survey of Canada (WSC) / No unique de l’aire de drainage principale des Relevés hydrologiques du Canada (RHC);Major Drainage Area English Name / Nom englais de l’aire de drainage principale ;Major Drainage Area French Name / Nom français de l’aire de drainage principale 
2014;5490;General Dynamics Ordnance and Tactical Systems-Canada;General Dynamics OTS - Canada (site de Nicolet);695 Marie-Victorin;;Nicolet;QC;J3T 1T5;;;46.2241;-72.651;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2450072;Nicolet;;;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5491;Stablex Canada;STABLEX CANADA - BLAINVILLE;760 Industriel Boulevard;;Blainville;QC;J7C3V4;;;45.6721;-73.8596;1983;17;Waste Treatment and Disposal;Traitement et élimination des déchets;2473015;Blainville;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;5492;SYSTÈMES SANMINA-SCI (CANADA);USINE 441;2001, boul. des Sources;;Pointe-Claire;QC;H9R5Z4;;;45.4671;-73.7874;1983;6;Other Manufacturing;Autres fabrication;2466097;Pointe-Claire;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2002;5494;VICTORIA PRÉCISION INC.;MÊME;2901 de ROUEN;;MONTRÉAL;QC;H2K 1N9;;;45.5384;-73.5532;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5495;Les Emballages Winpak Heat Seal Inc.;Usine de Vaudreuil-Dorion;21919 Dumberry;;Vaudreuil-Dorion;QC;J7V8P7;0;0;45.417;-74.0235;1983;6;Other Manufacturing;Autres fabrication;2471083;Vaudreuil-Dorion;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5496;Shur Gain;St Hyacinthe;8175  Duplessis Boulevard;;Saint-Hyacinthe;QC;J2S8B1;;;45.6522;-72.9678;1983;6;Other Manufacturing;Autres fabrication;2454048;Saint-Hyacinthe;452;Saint-Hyacinthe;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;5497;PRODUITS ALCÔVE LTÉE;PRODUITS ALCÔVE LTÉE - SAINT-HYACINTHE;3050, rue Bouthillier;3000, rue St-Prosper;Saint-Hyacinthe;QC;J2S2A3;;;45.6227;-72.9661;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2454048;Saint-Hyacinthe;452;Saint-Hyacinthe;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5498;ADM Agri-Industries;ADM AGRI-INDUSTRIES - ADM Candiac;155 Iberia;;Candiac;QC;J5R3H1;;;45.401546;-73.512762;1983;6;Other Manufacturing;Autres fabrication;2467020;Candiac;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5499;Soprema Canada Inc.;Usine de Drummondville (produits liquides);1640 Haggerty;;Drummondville;QC;J2C5P8;;;45.8806;-72.5192;1983;12;Petroleum and Coal Product Refining and Mfg.;Fabrication et raffinage des produits du pétrole et du charbon;2449058;Drummondville;447;Drummondville;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5500;Aéro Mag 2000 YUL;CENTRE DE DÉGIVRAGE AÉROPORT INT'L DE MONTRÉAL (DORVAL);8181 Hervé Saint-Martin;;Saint-Laurent;QC;H4S2A5;;;45.465;-73.7461;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5510;Rio Tinto Alcan;Usine Alma;3000 des Pins;;Alma;QC;G8B5W2;;;48.5837;-71.6889;1983;1;Aluminum;Aluminium;2493042;Alma;410;Alma;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2006;5512;COLLINS & AIKMAN;USINE DE LACOLLE;16, rue Richelieu;;Lacolle;QC;J0J1J0;;;45.0763;-73.3697;1983;6;Other Manufacturing;Autres fabrication;2456023;Lacolle;;;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5513;Masonite International Corporation;Megantic Veneer (Plywood Plant);6184 Notre-Dame;;Lac Megantic;QC;G6B3B5;;;45.570253;-70.879658;1983;19;Wood Products;Produits en bois;2430030;Lac-Mégantic;;;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5514;Interstar Materials Inc.;INTERSTAR MATERIALS;4255 Portland;;Sherbrooke;QC;J1L3A5;;;45.4033;-71.9722;1983;3;Chemicals;Produits chimiques;2443027;Sherbrooke;433;Sherbrooke;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5515;Papiers de publication Kruger inc.;Papiers de publication Kruger inc. Usine de Trois-Rivières;3735 Gene-H-Kruger Boulevard;;Trois-Rivières;QC;G9A6B1;;;46.3278;-72.558;1983;14;Pulp and Paper;Pâte à papier et papier;2437067;Trois-Rivières;442;Trois-Rivières;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2006;5516;LOUISIANA PACIFIC CANADA LTD.;LOUISIANA PACIFIC CANADA LTD,  SAINT-MICHEL-DES-SAINTS;600, rue Forex;;Saint-Michel-des-Saints;QC;J0K3B0;;;46.6804;-73.9217;1983;19;Wood Products;Produits en bois;2462085;Saint-Michel-des-Saints;;;2450;Lanaudière;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2009;5517;LOUISIANA PACIFIQUE CANADA;CHAMBORD OSB;572, Route 155;;Chambord;QC;G0W1G0;;;48.4122;-72.0805;1983;;;;2491020;Chambord;;;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5518;Louisiana-Pacific Canada Ltd.;Louisiana Pacific Canada Ltd, DIVISION QUÉBEC MANIWAKI;1012 Du Parc Industriel Road;;Bois-Franc;QC;J9E3A9;;;46.5034;-75.9088;1983;19;Wood Products;Produits en bois;2483085;Bois-Franc;;;2460;Outaouais;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;5519;MAAX BATH INC.;USINE LACHINE;160 boul. St. Joseph;;Lachine;QC;H8S2L3;;;45.4382;-73.6575;1983;;;;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;5520;MÉTALLURGIE MAGNOLA;MÉTALLURGIE MAGNOLA - DANVILLE;125 Chemin Pinacle;;Danville;QC;J0A1A0;;;45.761;-72.0081;1983;7;Metals (Except Aluminum and Iron and Steel);Métaux (sauf aluminium et fer et acier);2440043;Asbestos;;;2430;Estrie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5521;Howmet Aluminium Casting Ltd.;Howmet Castings - Usine de Laval;4001 Autoroute des Laurentides Highway N;;Laval;QC;H7L3H7;;;45.581886;-73.766348;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2465005;Laval;462;Montréal;2445;Laval;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2004;5524;BOWATER;DÉGELIS;576 Guerette avenue;;Dégelis;QC;G5T1G5;;;47.5521;-68.6434;1983;19;Wood Products;Produits en bois;2413005;Dégelis;;;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;1;Maritime Provinces Drainage Area;Aire de drainage des provinces Maritimes
2014;5526;Tafisa Canada Inc.;Tafisa Canada;4660  Villeneuve;;Lac-Mégantic;QC;G6B2C3;;;45.58616;-70.86827;1983;19;Wood Products;Produits en bois;2430030;Lac-Mégantic;;;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2007;5527;BOWATER;PAPETERIE DE DONNACONA;1 Notre-Dame;;Donnacona;QC;G3M1E7;;;46.6711;-71.7457;1983;14;Pulp and Paper;Pâte à papier et papier;2434025;Donnacona;;;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5528;Ville de Longueuil;Centre d'épuration Rive-Sud (CERS);2999 Île Charron;;Longueuil;QC;J4G 1R6;;;45.5837;-73.4862;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2458227;Longueuil;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2002;5533;ADS COMPOSITES;MODELERIE GLT;2140, RUE GARNEAU, C.P. 22;;PLESSISVILLE;QC;G6L 2Y6;;;46.2328;-71.7748;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2432045;Plessisville;;;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5535;Produits Kruger s.e.c.;Produits Kruger s.e.c., usine de Gatineau;20 Laurier Rue;;Gatineau;QC;J8X4H3;;;45.4276;-75.7102;1983;14;Pulp and Paper;Pâte à papier et papier;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5536;RockTenn;Warwick;285 St-Louis;;Warwick;QC;J0A1M0;;;45.9342;-71.993;1983;14;Pulp and Paper;Pâte à papier et papier;2439077;Warwick;440;Victoriaville;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5539;IMTT-Québec Inc.;IMTT QUÉBEC - QUÉBEC;Montées des cinquantes nord;;Québec;QC;G1J5K3;;;46.8318;-71.2031;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5540;L-3 Communications MAS Canada Inc.;L-3 MAS;Helen-Bristol;;Mirabel;QC;J7N1H3;;;45.6772;-74.0827;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2474005;Mirabel;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5541;Cascades Canada ULC.;Cascades Groupe Tissu Kingsey Falls, une division de Cascade;467  Marie-Victorin Boulevard;;Kingsey Falls;QC;J0A1B0;;;45.8648;-72.0659;1983;14;Pulp and Paper;Pâte à papier et papier;2439097;Kingsey Falls;;;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2003;5542;CAMOPLAST INC;DIVISION VALCOURT;9076 de la Montagne;;Valcourt;QC;J0E 2L0;;;45.4889;-72.3003;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2442060;Valcourt;;;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5544;Holcim (Canada) inc.;Usine de Joliette;Joliette - 966  des Prairies Chemin;;Joliette;QC;J6E6H7;;;46.0297;-73.4024;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2461027;Saint-Thomas;;;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2003;5545;CANADA PIPE COMPANY LTD;FONDERIE GRAND-MÈRE;888, 7ième Avenue Sud;;Grand-Mère;QC;G9T 5L1;;;46.6052;-72.6884;1983;5;Iron and Steel;Fer et acier;2436033;Shawinigan;444;Shawinigan;2470;Mauricie;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5546;Ville de Lévis;Incinérateur de Lévis;3451 de Vulcain Rue;;Lévis;QC;G6W 0K8;;;46.7507;-71.1762;1983;17;Waste Treatment and Disposal;Traitement et élimination des déchets;2425213;Lévis;421;Québec;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;5547;MUNICIPALITÉ DES ÎLES-DE-LA-MADELEINE;CENTRE DE GESTION DES MATIÈRES RÉSIDUELLES;1300 route 199;;Havre-aux-Maisons;QC;G4T1A1;;;47.4458;-61.7505;1983;17;Waste Treatment and Disposal;Traitement et élimination des déchets;2401023;Les Îles-de-la-Madeleine;;;2410;Gaspésie - Îles-de-la-Madeleine;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5548;Ciment Québec inc.;Cimenterie de Saint-Basile;145 du Centenaire Boulevard;;Saint-Basile;QC;G0A3G0;;;46.7447;-71.8126;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2434038;Saint-Basile;;;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5549;Les bois Traités MG;usine de St-Pierre;80 de St-Pierre Route;;Montmagny;QC;G5V3R8;;;46.9418;-70.6585;1983;19;Wood Products;Produits en bois;2418050;Montmagny;;;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5550;Les bois Traités MG;usine de Montmagny;357 Taché;;Montmagny;QC;G5V3R8;;;46.9775;-70.5987;1983;19;Wood Products;Produits en bois;2418050;Montmagny;;;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5551;PaperWorks Industries, Inc.;ROSMAR LITHO - BAIE D'URFE;19500 Clark Graham;;Baie D'Urfé;QC;H9X3R8;;;45.4237;-73.9101;1983;14;Pulp and Paper;Pâte à papier et papier;2466112;Baie-D'Urfé;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5552;Technocell Inc.;Technocell inc;3075 Kunz;;Drummondville;QC;J2C6Y4;;;45.875482;-72.543218;1983;14;Pulp and Paper;Pâte à papier et papier;2449058;Drummondville;447;Drummondville;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2009;5553;ABB INC.;ABB VARENNES;1600 Boul. Lionel Boulet;;Varennes;QC;J3X1S4;;;45.6265;-73.3873;1983;;;;2459020;Varennes;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5554;Corporation De Technologie;Idem;137  Martin;;Granby;QC;J2G8B1;;;45.4102;-72.7577;1983;6;Other Manufacturing;Autres fabrication;2447020;Granby;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5556;Momentive Specialty Chemicals Canada Inc.;Momentive - St-Romuald;675 Perreault;;Lévis;QC;G6W7Z9;;;46.759106;-71.205869;1983;3;Chemicals;Produits chimiques;2425213;Lévis;421;Québec;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5559;Produits Sanitaires Unique inc.;PRODUITS SANITAIRES UNIQUE - LA POCATIÈRE;1402  4e Painchaud Avenue;;La Pocatière;QC;G0R1Z0;;;47.3761;-70.023;1983;3;Chemicals;Produits chimiques;2414085;La Pocatière;;;2415;Bas-Saint-Laurent;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5561;Rio Tinto Alcan;Installations Portuaires et Services Ferroviaires;262 1ère;;La Baie;QC;G7B3R1;;;48.3335;-70.8784;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2494068;Saguenay;408;Saguenay;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;5562;ALPHACASTING INC.;ALPHACASTING;391 Ste-Croix;;Saint-Laurent;QC;H4N2L3;;;45.5112;-73.6684;1983;7;Metals (Except Aluminum and Iron and Steel);Métaux (sauf aluminium et fer et acier);2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5563;Barrette Bois - St-Jean-sur-Richelieu;Barrette Bois - St-Jean-sur-Richelieu;583 Grand Bernier Rue;;St-Jean-sur-Richelieu;QC;J3B8K1;;;45.317075;-73.291318;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2456083;Saint-Jean-sur-Richelieu;459;Saint-Jean-sur-Richelieu;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2003;5564;HYDRO TECHNOLOGIES (CANADA) INC.;;2324, Einstein;;Sainte-Foy;QC;G1P 3S2;;;46.7958;-71.2912;1983;3;Chemicals;Produits chimiques;2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;5566;QUIRION MÉTAL;QUIRION MÉTAL - BEAUCEVILLE;409 Renault;;Beauceville;QC;G5X1N7;;;46.2272;-70.7995;1983;6;Other Manufacturing;Autres fabrication;2427028;Beauceville;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5567;8439117 Canada Inc;Récupère Sol - Centre de décontamination et de recyclage des;80 des Mélèzes;;Saint-Ambroise;QC;G7P2N4;;;48.5414;-71.2914;1983;17;Waste Treatment and Disposal;Traitement et élimination des déchets;2494255;Saint-Ambroise;;;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5568;Sika Canada;Pointe-claire plant;601  Delmar Avenue;;Pointe-Claire;QC;H9R4A9;;;45.471083;-73.804972;1983;3;Chemicals;Produits chimiques;2466097;Pointe-Claire;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;5569;SGL CANADA INC.;SGL CANADA INC.;963 Béthany Chemin;;Lachute;QC;J8H 2C5;;;45.6364;-74.2881;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2476020;Lachute;468;Lachute;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5570;La Coop fédérée;Usine de minéraux et de prémélanges;2055  5e Rue;;Lévis;QC;G6W5M6;;;46.7439;-71.2253;1983;6;Other Manufacturing;Autres fabrication;2425213;Lévis;421;Québec;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;5571;CENTRE VÉGÉTAL COOP DE LA MONTÉRÉGIE;CENTRE VÉGÉTAL COOP DE LA MONTÉRÉGIE-STE-ROSALIE;15100 de la Fédérée;;St-Hyacinthe;QC;J2R1J2;;;45.6356;-72.9055;1983;3;Chemicals;Produits chimiques;2454048;Saint-Hyacinthe;452;Saint-Hyacinthe;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;5572;FERTI-TECHNOLOGIES INC.;FERTI-TECHNOLOGIES INC.;560 Rhéaume Chemin;;St-Michel-de-Napierville;QC;J0L2J0;;;45.243644;-73.571427;1983;3;Chemicals;Produits chimiques;2468050;Saint-Michel;;;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5573;Agrocentre Vinisol Inc.;AGROCENTRE - VINISOL;515 Mgr. Courchesne;;Nicolet;QC;J0G1E0;;;46.226143;-72.610059;1983;3;Chemicals;Produits chimiques;2450072;Nicolet;;;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5575;LVL GLOBAL INC;LVL Global inc;48 Boivin Rue;;Ville-Marie;QC;J9V1B6;;;47.3283;-79.4294;1983;19;Wood Products;Produits en bois;2485025;Ville-Marie;;;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;5577;SPECTUBE INC.;SPECTUBE;1152 de la Manic;;Chicoutimi;QC;G7K1A2;;;48.396449;-71.109422;1983;6;Other Manufacturing;Autres fabrication;2494068;Saguenay;408;Saguenay;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5578;Clariant Canada Inc.;Clariant Canada Inc.;280 Liberté Avenue;;Candiac;QC;J5R 6X1;;;45.37291;-73.52437;1983;3;Chemicals;Produits chimiques;2467020;Candiac;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5581;Agrocentre St-Hyacinthe Inc.;AGROCENTRE - ST-HYACINTHE;7605 Duplessis;;Saint-Hyacinthe;QC;J2S8B1;;;45.647;-72.9681;1983;3;Chemicals;Produits chimiques;2454048;Saint-Hyacinthe;452;Saint-Hyacinthe;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;5582;SILICIUM BÉCANCOUR INC.;SBI-HP1;5500 Rue Yvon Trudeau;;Bécancour;QC;G9H 0G1;;;46.370118;-72.391105;1983;5;Iron and Steel;Fer et acier;2438010;Bécancour;442;Trois-Rivières;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5584;Peintures MF Inc.;Peintures MF Inc.;1605  Dagenais Boulevard Ouest;;Laval;QC;H7L5A3;;;45.5948;-73.7563;1983;3;Chemicals;Produits chimiques;2465005;Laval;462;Montréal;2445;Laval;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;5585;TRANSCO PLASTIC INDUSTRIES LTD.;ESPLANADE;9405 Esplanade Avenue;;Montreal;QC;H2N1V8;;;45.542145;-73.654785;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;5586;Swing Paints Ltd.;SWING PAINTS - MONTREAL;2100 St. Patrick Street;;Montréal;QC;H3K1B2;;;45.482835;-73.566851;1983;3;Chemicals;Produits chimiques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2009;5587;SHUR GAIN;ST ROMUALD;1900 ,2 rue;centre industriel;St Romuald;QC;G6W5M6;;;46.7453;-71.2378;1983;6;Other Manufacturing;Autres fabrication;2425213;Lévis;421;Québec;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
